time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-08-23T18:40:13.910Z,-8.1371,107.2032,41.24,4.5,mb,,101,0.837,0.64,us,us20003h9g,2015-11-24T02:09:30.040Z,"107 km SSW of Banjar, Indonesia",earthquake,7.1,8.6,0.125,19,reviewed,us,us
2015-08-20T20:04:44.860Z,-8.0443,107.8685,53.32,4.2,mb,,82,0.488,0.88,us,us20003gej,2015-11-24T02:09:25.040Z,"81 km SSW of Singaparna, Indonesia",earthquake,7.3,6.8,0.124,18,reviewed,us,us
2015-08-18T08:28:45.820Z,-8.7485,109.8797,69.7,4.1,mb,,81,1.046,0.46,us,us20003frl,2015-11-17T00:13:35.040Z,"98 km SSW of Srandakan, Indonesia",earthquake,7.2,7.2,0.165,10,reviewed,us,us
2015-08-07T17:26:10.390Z,-8.325,108.7546,54.73,4.3,mb,,75,1.798,1.43,us,us100034q0,2015-11-06T18:06:29.040Z,"93 km S of Sidareja, Indonesia",earthquake,7.4,6.7,0.096,35,reviewed,us,us
2015-08-05T03:55:19.360Z,-8.0444,107.0806,51.86,4.5,mb,,104,0.875,0.63,us,us100033zy,2015-10-30T02:47:49.040Z,"101 km SSW of Banjar, Indonesia",earthquake,6.8,4.8,0.151,13,reviewed,us,us
2015-07-24T21:44:38.920Z,-8.2477,108.9163,48,5.5,mwb,,17,1.625,1.33,us,us20002zzg,2022-07-31T20:30:34.274Z,"77 km SSW of Kroya, Indonesia",earthquake,5.6,1.2,0.06,27,reviewed,us,us
2015-07-21T23:30:37.900Z,-9.0273,109.7995,35,4.3,mb,,70,1.318,1.39,us,us20002zdq,2015-10-14T21:05:49.040Z,"130 km SSW of Srandakan, Indonesia",earthquake,6.5,2,0.138,15,reviewed,us,us
2015-07-09T04:57:50.990Z,-9.9112,108.0694,33.37,4.2,mb,,149,3.101,0.97,us,us2000319z,2015-10-09T20:19:09.040Z,"279 km SSW of Sidareja, Indonesia",earthquake,9,5.6,0.214,6,reviewed,us,us
2015-07-04T05:38:42.360Z,-8.1573,107.2792,31.36,4.2,mb,,96,0.799,0.66,us,us20002z6v,2015-09-30T00:20:55.040Z,"107 km S of Banjar, Indonesia",earthquake,4.7,2.8,0.147,13,reviewed,us,us
2015-06-24T20:22:29.340Z,-8.0816,108.1213,72.75,4.4,mb,,84,0.604,0.77,us,us10002lfk,2015-09-01T00:53:56.040Z,"77 km S of Kawalu, Indonesia",earthquake,5.9,5,0.099,29,reviewed,us,us
2015-05-03T07:29:27.400Z,-9.0473,107.8512,35,4.4,mb,,142,2.222,0.71,us,us20002dua,2015-07-09T22:00:07.040Z,"188 km SSW of Kawalu, Indonesia",earthquake,7.6,1.9,0.114,22,reviewed,us,us
2015-04-14T06:42:26.060Z,-9.3282,107.8732,22.97,4.2,mb,,81,1.762,0.78,us,us2000283a,2015-06-22T23:19:01.040Z,"218 km S of Kawalu, Indonesia",earthquake,4.1,5.8,0.159,11,reviewed,us,us
2015-03-10T00:49:14.840Z,-8.5132,109.1278,118.71,4.2,mb,,79,1.504,0.82,us,us10001m3e,2015-05-28T00:48:40.040Z,"98 km S of Kroya, Indonesia",earthquake,6.6,4.6,0.526,2,reviewed,us,us
2015-02-01T23:19:35.880Z,-9.0748,108.4509,33.49,4.5,mb,,67,1.635,0.86,us,usc000tktm,2015-05-02T14:07:12.040Z,"179 km SSW of Sidareja, Indonesia",earthquake,6.3,4.4,0.121,23,reviewed,us,us
2015-01-16T00:32:25.980Z,-9.101,109.7771,54.22,4.2,mb,,71,1.392,0.43,us,usc000tj5e,2015-04-20T15:34:48.040Z,"138 km SSW of Srandakan, Indonesia",earthquake,7.7,7.1,0.16,11,reviewed,us,us
2014-12-08T14:56:04.550Z,-8.0336,107.2334,54.39,4.3,mb,,99,0.746,0.72,us,usc000t9eu,2015-02-28T02:16:14.040Z,"95 km SSW of Banjar, Indonesia",earthquake,6.5,7.3,0.113,24,reviewed,us,us
2014-11-10T04:59:31.150Z,-8.1933,107.312,58.49,4.6,mb,,48,0.806,1.04,us,usc000svyj,2015-01-31T02:50:15.040Z,"111 km S of Banjar, Indonesia",earthquake,5.9,1,0.111,26,reviewed,us,us
2014-11-06T02:12:50.390Z,-8.3936,108.1532,57.74,4.6,mb,,35,0.897,0.52,us,usc000suve,2015-01-31T02:50:03.040Z,"112 km S of Kawalu, Indonesia",earthquake,5.4,5.2,0.09,40,reviewed,us,us
2014-10-23T17:38:26.730Z,-9.0611,109.8117,49.24,4,mb,,119,1.34,1.19,us,usc000sukx,2015-01-17T01:25:34.040Z,"133 km SSW of Srandakan, Indonesia",earthquake,8.3,5.9,0.212,7,reviewed,us,us
2014-09-14T05:03:35.730Z,-9.0297,108.4883,10,4.2,mb,,111,1.608,0.45,us,usb000sfl6,2014-12-08T23:31:00.040Z,"174 km S of Sidareja, Indonesia",earthquake,3.8,2,0.264,4,reviewed,us,us
2014-09-04T13:15:35.240Z,-8.7172,108.7063,60.52,4,mb,,83,1.452,1.12,us,usb000sck3,2014-12-05T23:36:31.040Z,"133 km SSW of Kroya, Indonesia",earthquake,7.4,9.6,0.156,11,reviewed,us,us
2014-08-28T08:26:19.330Z,-9.0327,109.9253,51.34,4.3,mb,,87,1.26,1.59,us,usb000sapi,2014-11-29T00:09:17.000Z,"126 km SSW of Bambanglipuro, Indonesia",earthquake,2.7,7.3,0.189,9,reviewed,us,us
2014-08-15T20:07:39.360Z,-9.5569,108.0202,33.29,4.4,mb,,107,1.998,0.65,us,usc000s7dk,2014-11-15T04:07:10.000Z,"241 km S of Kawalu, Indonesia",earthquake,,5.9,0.155,15,reviewed,us,us
2014-08-11T08:42:58.490Z,-8.0214,109.3231,105.63,4.3,mb,,62,1.193,1.08,us,usb000s5b6,2014-11-07T21:47:39.000Z,"43 km S of Kroya, Indonesia",earthquake,,6.1,0.116,25,reviewed,us,us
2014-08-10T13:12:30.360Z,-8.3715,108.8435,98.32,4.4,mb,,68,1.301,1.27,us,usb000s4zy,2014-11-07T21:47:37.000Z,"92 km SSW of Kroya, Indonesia",earthquake,,3.6,0.126,24,reviewed,us,us
2014-08-05T23:00:50.320Z,-8.0126,108.6172,133.47,4.1,mb,,167,0.915,1.02,us,usb000s31d,2014-10-29T19:53:02.000Z,"61 km SSW of Sidareja, Indonesia",earthquake,,9.8,0.522,3,reviewed,us,us
2014-07-12T10:19:24.980Z,-8.5371,109.2792,57.68,4.3,mb,,62,1.378,0.59,us,usb000rsci,2014-10-10T08:02:14.000Z,"100 km S of Kroya, Indonesia",earthquake,,10.6,0.125,19,reviewed,us,us
2014-07-02T12:04:40.620Z,-8.1921,107.8883,35,4.3,mb,,62,0.636,1.27,us,usc000rqee,2014-10-04T19:59:50.000Z,"96 km SSW of Singaparna, Indonesia",earthquake,,1.9,0.107,25,reviewed,us,us
2014-07-01T11:41:40.330Z,-9.9704,107.1718,39.18,4.2,mb,,122,1.579,0.54,us,usb000rvvu,2014-09-26T11:49:51.000Z,"south of Java, Indonesia",earthquake,,10.1,0.372,2,reviewed,us,us
2014-06-28T09:15:50.500Z,-8.362,109.1974,71.12,4.2,mb,,64,1.386,1.18,us,usb000rvmw,2014-09-26T11:49:41.000Z,"80 km S of Kroya, Indonesia",earthquake,,6.7,0.136,17,reviewed,us,us
2014-06-25T22:45:18.650Z,-8.5176,108.8517,67.02,4.2,mb,,78,1.402,1.29,us,usb000rvkh,2014-09-26T11:49:37.000Z,"107 km SSW of Kroya, Indonesia",earthquake,,8.1,0.167,13,reviewed,us,us
2014-06-18T18:32:38.590Z,-8.2498,107.53,44.93,4.2,mb,,90,0.745,1.39,us,usc000rp49,2014-09-19T17:23:52.000Z,"117 km S of Banjar, Indonesia",earthquake,,10.5,0.215,7,reviewed,us,us
2014-06-04T10:59:38.880Z,-8.61,109.3076,35,4.9,mb,,61,1.388,1.18,us,usc000ratw,2022-07-26T16:27:26.144Z,"108 km S of Kroya, Indonesia",earthquake,,1.9,0.086,42,reviewed,us,us
2014-05-21T02:11:57.820Z,-9.9408,108.166,33.65,4.2,mb,,102,2.395,0.8,us,usc000rc3l,2014-08-23T08:36:41.000Z,"280 km SSW of Sidareja, Indonesia",earthquake,,5.2,0.186,8,reviewed,us,us
2014-05-08T22:33:32.750Z,-8.2411,109.2385,82.98,4,mb,,59,1.313,1.22,us,usb000r6gl,2014-08-06T00:55:27.000Z,"67 km S of Kroya, Indonesia",earthquake,,7.7,0.143,13,reviewed,us,us
2014-05-08T05:48:26.370Z,-8.4867,109.1224,74.39,4.4,mb,,76,1.499,1.02,us,usb000qdv3,2014-08-06T00:55:27.000Z,"95 km S of Kroya, Indonesia",earthquake,,7.2,0.12,20,reviewed,us,us
2014-04-29T13:04:47.110Z,-8.4215,109.1353,46.78,4.6,mb,,77,1.464,0.19,us,usb000qwc9,2014-07-14T20:11:23.000Z,"88 km S of Kroya, Indonesia",earthquake,,6.6,0.243,6,reviewed,us,us
2014-04-26T06:53:17.290Z,-8.4249,109.8387,77.2,4.2,mb,,63,0.847,0.97,us,usb000qqz4,2014-07-14T20:11:18.000Z,"70 km SW of Srandakan, Indonesia",earthquake,,5.2,0.215,7,reviewed,us,us
2014-03-21T12:11:41.600Z,-9.0429,109.9709,51.61,4.1,mb,,71,1.248,1.22,us,usc000nuxn,2014-05-24T00:54:36.000Z,"125 km SSW of Bambanglipuro, Indonesia",earthquake,,3.9,0.146,13,reviewed,us,us
2014-03-21T10:52:10.910Z,-8.3901,107.7523,43.39,4.2,mb,,85,0.831,1.48,us,usc000njnk,2014-05-24T00:54:36.000Z,"121 km SSW of Singaparna, Indonesia",earthquake,,6,0.095,34,reviewed,us,us
2014-03-19T20:51:33.740Z,-8.4828,108.3156,87.06,4.9,mb,,29,1.045,0.86,us,usc000nhhm,2014-05-24T00:54:34.000Z,"122 km SSW of Sidareja, Indonesia",earthquake,,4.2,0.063,86,reviewed,us,us
2014-03-10T13:15:00.370Z,-8.2962,109.1977,88.65,4.7,mb,,100,1.366,1.47,us,usc000nnst,2014-05-15T02:24:10.000Z,"73 km S of Kroya, Indonesia",earthquake,,9.7,0.552,3,reviewed,us,us
2014-03-07T23:52:18.600Z,-9.6744,108.4193,34.05,4.1,mb,,123,2.188,0.91,us,usc000nbj9,2014-05-15T02:23:35.000Z,"243 km SSW of Kroya, Indonesia",earthquake,,6.1,0.165,12,reviewed,us,us
2014-02-23T08:58:41.420Z,-8.2077,108.0644,64.07,4.1,mb,,82,0.693,0.52,us,usc000mwzb,2014-05-07T00:03:08.000Z,"92 km S of Kawalu, Indonesia",earthquake,,8.2,0.131,17,reviewed,us,us
2014-02-12T13:10:16.910Z,-8.5072,109.1766,72.05,4.6,mb,,134,1.458,1.16,us,usc000mz3s,2014-04-30T21:18:17.000Z,"96 km S of Kroya, Indonesia",earthquake,,8.8,0.157,12,reviewed,us,us
2014-02-10T08:40:27.410Z,-8.2385,109.2661,84.79,4.3,mb,,115,1.286,1.32,us,usc000mxsw,2014-04-22T18:30:12.000Z,"66 km S of Kroya, Indonesia",earthquake,,8.4,0.238,5,reviewed,us,us
2014-02-08T17:21:39.420Z,-8.0586,109.2161,89.4,4.2,mb,,110,1.302,0.56,us,usc000mvjp,2014-04-22T18:30:09.000Z,"47 km S of Kroya, Indonesia",earthquake,,7.7,0.176,10,reviewed,us,us
2014-02-02T11:12:36.390Z,-8.0734,109.271,87.2,4.5,mb,,92,1.25,0.64,us,usc000mspe,2014-04-08T01:43:23.000Z,"48 km S of Kroya, Indonesia",earthquake,,3.7,0.116,25,reviewed,us,us
2014-01-28T04:39:21.690Z,-8.0687,109.199,85.65,4,mb,,152,1.32,0.82,us,usc000mpv6,2014-03-27T18:15:45.000Z,"48 km S of Kroya, Indonesia",earthquake,,9.1,0.184,8,reviewed,us,us
2014-01-27T16:14:00.800Z,-8.0452,109.2927,87.85,5,mb,,23,1.225,0.68,us,usb000m8w7,2022-07-26T06:07:39.078Z,"45 km S of Kroya, Indonesia",earthquake,,4.3,0.069,73,reviewed,us,us
2014-01-25T16:58:01.840Z,-8.2339,109.2642,85.78,4.7,mb,,56,1.286,1.5,us,usb000m81w,2014-03-27T18:15:40.000Z,"66 km S of Kroya, Indonesia",earthquake,,6,0.102,32,reviewed,us,us
2014-01-25T16:23:17.240Z,-8.2885,109.2685,85.05,4.2,mb,,135,1.297,1.27,us,usc000mkbr,2014-03-27T18:15:40.000Z,"72 km S of Kroya, Indonesia",earthquake,,7.4,0.141,14,reviewed,us,us
2014-01-25T08:39:49.380Z,-8.2559,109.2796,85.19,4.3,mb,,116,1.277,1.12,us,usc000mkbi,2014-03-27T18:15:40.000Z,"68 km S of Kroya, Indonesia",earthquake,,6.4,0.177,9,reviewed,us,us
2014-01-25T08:27:49.190Z,-8.3698,109.2395,72.09,4.1,mb,,120,1.349,0.98,us,usc000mkc4,2014-03-27T18:15:40.000Z,"81 km S of Kroya, Indonesia",earthquake,,8.2,0.15,13,reviewed,us,us
2014-01-25T07:59:23.390Z,-8.3852,109.2432,77.72,4.3,mb,,120,1.351,1.23,us,usc000mkb8,2014-03-27T18:15:40.000Z,"83 km S of Kroya, Indonesia",earthquake,,7.4,0.201,8,reviewed,us,us
2014-01-25T05:48:57.920Z,-8.1151,109.3333,77.46,4.3,mb,,126,1.195,1.08,us,usc000mkb4,2014-03-27T18:15:39.000Z,"54 km S of Kroya, Indonesia",earthquake,,5.1,0.122,20,reviewed,us,us
2014-01-25T05:25:16.000Z,-8.0009,109.3003,84.51,5.2,mb,,44,1.214,0.5,us,usc000mkb3,2014-03-27T18:15:39.000Z,"41 km S of Kroya, Indonesia",earthquake,,2.5,0.115,28,reviewed,us,us
2014-01-17T13:08:53.420Z,-9.4542,107.1377,42.98,4.2,mb,,204,2.001,1.49,us,usc000memz,2014-03-22T00:05:19.000Z,"251 km S of Banjar, Indonesia",earthquake,,9.8,0.237,6,reviewed,us,us
2014-01-17T02:52:55.570Z,-8.0558,107.4026,53.67,4.2,mb,,178,0.643,0.67,us,usc000men6,2014-03-22T00:05:18.000Z,"95 km S of Banjar, Indonesia",earthquake,,9.4,0.525,2,reviewed,us,us
2014-01-12T10:46:51.160Z,-8.2944,109.499,90.49,4.2,mb,,70,1.082,1.23,us,usc000mcr9,2014-03-15T03:39:16.000Z,"76 km S of Gombong, Indonesia",earthquake,,6.4,0.166,11,reviewed,us,us
2013-12-23T07:58:10.030Z,-8.1207,108.2686,86.83,4.5,mb,,125,0.718,1.36,us,usc000lq7m,2014-02-27T21:37:28.000Z,"82 km S of Kawalu, Indonesia",earthquake,,5.3,0.124,,reviewed,us,us
2013-11-17T21:41:24.500Z,-8.3311,108.9678,84.34,4.4,mb,,61,1.377,0.89,us,usb000l0zc,2014-01-31T21:22:27.000Z,"83 km SSW of Kroya, Indonesia",earthquake,,6.2,0.123,,reviewed,us,us
2013-11-14T20:46:53.960Z,-9.3428,108.8504,29.96,4.6,mb,,130,2.049,0.77,us,usb000ky23,2014-01-31T21:22:20.000Z,"194 km SSW of Kroya, Indonesia",earthquake,,6.3,0.136,,reviewed,us,us
2013-10-30T21:45:34.790Z,-8.108,107.8002,58.32,4.9,mb,,43,0.548,1.46,us,usc000krzt,2014-01-10T10:03:38.000Z,"90 km SSW of Singaparna, Indonesia",earthquake,,4.6,0.069,,reviewed,us,us
2013-10-26T17:24:08.290Z,-8.2485,108.9863,80.83,4.4,mb,,75,1.348,1.54,us,usb000kxb8,2014-01-03T00:32:55.000Z,"73 km SSW of Kroya, Indonesia",earthquake,,6.9,0.123,,reviewed,us,us
2013-10-10T14:11:55.210Z,-8.3635,108.9948,69.22,4,mb,,90,1.417,1.47,us,usb000ka1k,2013-12-24T01:42:58.000Z,"85 km SSW of Kroya, Indonesia",earthquake,,10.9,0.113,,reviewed,us,us
2013-10-05T14:24:18.160Z,-8.03,107.2958,62.39,4,mb,,96,0.697,1.31,us,usb000khzr,2013-12-19T02:51:35.000Z,"93 km S of Banjar, Indonesia",earthquake,,8.4,0.164,,reviewed,us,us
2013-09-20T06:34:45.380Z,-8.1205,107.9037,57.87,4.2,mb,,82,0.567,0.63,us,usb000k0rg,2013-12-09T21:11:09.000Z,"88 km SSW of Singaparna, Indonesia",earthquake,,5.4,0.128,,reviewed,us,us
2013-09-03T17:06:45.680Z,-9.1482,109.9375,59,4.5,mb,,31,1.357,1.37,us,usb000jfyx,2013-11-15T03:20:22.000Z,"137 km SSW of Bambanglipuro, Indonesia",earthquake,,4.6,0.082,,reviewed,us,us
2013-08-31T03:59:58.530Z,-9.353,107.1149,13.43,4.4,mb,,102,1.825,0.55,us,usc000jqsl,2013-11-06T01:33:35.000Z,"241 km S of Banjar, Indonesia",earthquake,,3.4,0.19,,reviewed,us,us
2013-08-16T06:15:55.080Z,-8.3923,108.9805,69.25,4.4,mb,,76,1.422,0.91,us,usb000j4qk,2013-10-19T02:41:46.000Z,"88 km SSW of Kroya, Indonesia",earthquake,,5.7,0.135,,reviewed,us,us
2013-07-20T11:07:28.600Z,-8.098,107.845,62.2,4.5,mb,43,57,,1.12,us,usp000k26m,2014-11-07T01:51:18.607Z,"87 km SSW of Singaparna, Indonesia",earthquake,,5.5,,24,reviewed,us,us
2013-06-25T10:34:03.720Z,-8.078,107.999,62.2,4.3,mb,8,92,,0.38,us,usp000k1fe,2014-11-07T01:51:07.411Z,"80 km SSW of Kawalu, Indonesia",earthquake,,14.8,,4,reviewed,us,us
2013-06-13T17:23:51.470Z,-9.997,107.299,6.3,5.4,mb,293,27,,0.65,us,usc000hpuf,2022-05-03T16:22:03.533Z,"south of Java, Indonesia",earthquake,,3,,98,reviewed,us,us
2013-06-11T12:11:01.470Z,-9.779,107.19,10,4.4,mb,45,67,,1.28,us,usc000hlgv,2014-11-07T01:51:03.710Z,"286 km S of Banjar, Indonesia",earthquake,,,,23,reviewed,us,us
2013-05-27T00:06:10.860Z,-9.331,107.439,9.1,4.9,mb,65,56,,0.73,us,usb000h6um,2014-11-07T01:50:54.531Z,"231 km SSW of Singaparna, Indonesia",earthquake,,3.7,,49,reviewed,us,us
2013-05-06T19:50:22.400Z,-9.159,107.914,23.5,5.1,mb,136,56.2,,0.72,us,usc000gpgi,2014-11-07T01:50:45.197Z,"199 km S of Kawalu, Indonesia",earthquake,,9.3,,66,reviewed,us,us
2013-05-06T13:34:23.520Z,-9.302,107.73,18.9,4.1,mb,17,117.1,,0.89,us,us2013pwdg,2014-11-07T01:50:45.143Z,"218 km SSW of Kawalu, Indonesia",earthquake,,21.7,,2,reviewed,us,us
2013-05-06T11:44:11.670Z,-8.206,107.761,60.4,4.4,mb,21,104,,0.63,us,usc000gp6d,2014-11-07T01:50:45.104Z,"102 km SSW of Singaparna, Indonesia",earthquake,,9.1,,15,reviewed,us,us
2013-04-05T13:48:03.300Z,-9.477,108.735,35,4.8,mb,46,60,,1.14,us,usb000g0f7,2014-11-07T01:50:30.748Z,"south of Java, Indonesia",earthquake,,,,9,reviewed,us,us
2013-03-12T07:16:49.340Z,-8.183,109.095,89.4,4.4,mb,67,53.7,,1.31,us,usp000jzr2,2014-11-07T01:50:19.796Z,"63 km SSW of Kroya, Indonesia",earthquake,,6.1,,26,reviewed,us,us
2013-03-03T13:52:56.750Z,-8.73,108.549,48.5,4.4,mb,45,69.2,,0.94,us,us2013mhcn,2014-11-07T01:50:17.335Z,"140 km S of Sidareja, Indonesia",earthquake,,,,13,reviewed,us,us
2013-01-11T19:52:33.830Z,-9.541,107.252,35,4.5,mb,27,81,,1.54,us,usp000jy8n,2014-11-07T01:49:49.019Z,"259 km SSW of Singaparna, Indonesia",earthquake,,,,7,reviewed,us,us
2012-12-23T05:39:54.470Z,-8.038,107.265,57,4.1,mb,25,84,,0.68,us,usp000jxa3,2014-11-07T01:49:38.985Z,"94 km S of Banjar, Indonesia",earthquake,,5.5,,5,reviewed,us,us
2012-11-28T12:06:54.780Z,-9.549,107.939,10,4.4,mb,26,106.2,,0.96,us,usp000jw6r,2014-11-07T01:49:27.308Z,"241 km S of Kawalu, Indonesia",earthquake,,,,5,reviewed,us,us
2012-11-19T10:09:42.170Z,-9.666,108.263,10,4.9,mb,116,48.9,,0.94,us,usp000jvtr,2014-11-07T01:49:24.363Z,"248 km SSW of Sidareja, Indonesia",earthquake,,,,37,reviewed,us,us
2012-05-30T04:43:17.870Z,-8.233,107.588,67.3,4.3,mb,34,112.4,,0.85,us,usp000jm42,2014-11-07T01:47:55.100Z,"113 km SSW of Singaparna, Indonesia",earthquake,,7.4,,9,reviewed,us,us
2012-05-20T12:37:44.490Z,-8.059,108.031,65.9,4.8,mb,147,59.8,,0.97,us,usp000jkpg,2014-11-07T01:47:50.232Z,"77 km SSW of Kawalu, Indonesia",earthquake,,4.9,,34,reviewed,us,us
2012-04-27T08:09:33.990Z,-9.183,107.315,51.1,4.3,mb,23,116.6,,1.07,us,usp000jjnp,2014-11-07T01:47:37.583Z,"220 km S of Banjar, Indonesia",earthquake,,8.9,,3,reviewed,us,us
2012-04-14T04:04:10.130Z,-8.333,109.981,102.2,4.3,mb,12,144.3,,1.36,us,usp000jhx6,2014-11-07T01:47:31.132Z,"52 km SW of Srandakan, Indonesia",earthquake,,16.3,,1,reviewed,us,us
2012-04-10T09:18:51.950Z,-8.274,107.85,38.4,4.8,mb,75,79.7,,1.02,us,usp000jhfr,2015-03-24T01:28:10.508Z,"106 km SSW of Singaparna, Indonesia",earthquake,,6.6,,21,reviewed,us,us
2012-04-09T18:18:11.670Z,-9.979,107.562,10,4.5,mb,42,125.2,,0.92,us,usp000jhf0,2014-11-07T01:47:27.468Z,"295 km SSW of Kawalu, Indonesia",earthquake,,,,9,reviewed,us,us
2012-03-26T11:21:56.970Z,-9.314,107.834,15.4,4.5,mb,73,70.2,,0.83,us,usp000jgtu,2014-11-07T01:47:19.430Z,"217 km S of Kawalu, Indonesia",earthquake,,11.9,,16,reviewed,us,us
2012-03-03T23:42:51.790Z,-9.06,109.327,68.6,4.4,mb,21,179.6,,1.38,us,usp000jfrn,2014-11-07T01:47:10.533Z,"158 km S of Kroya, Indonesia",earthquake,,11,,2,reviewed,us,us
2012-01-31T04:18:52.380Z,-8.226,107.74,59.5,4.7,mb,42,86.2,,1.14,us,usp000je6w,2014-11-07T01:46:52.233Z,"105 km SSW of Singaparna, Indonesia",earthquake,,6.4,,12,reviewed,us,us
2012-01-14T11:55:07.790Z,-9.359,107.41,19.1,4.6,mb,22,119.5,,0.86,us,usp000jdg7,2014-11-07T01:46:47.105Z,"235 km SSW of Singaparna, Indonesia",earthquake,,26.1,,4,reviewed,us,us
2011-12-24T22:54:07.940Z,-9.477,108.144,29.5,4.3,mb,20,93.9,,1.3,us,usp000jckw,2014-11-07T01:46:37.182Z,"231 km SSW of Sidareja, Indonesia",earthquake,,23.7,,10,reviewed,us,us
2011-12-22T12:11:56.620Z,-9.106,107.77,40.7,5.1,mb,103,40.6,,1.08,us,usp000jcgb,2014-11-07T01:46:36.355Z,"196 km SSW of Kawalu, Indonesia",earthquake,,6.6,,39,reviewed,us,us
2011-12-14T10:41:44.170Z,-8.344,109.022,112.8,4.3,mb,15,104.9,,0.87,us,usp000jc66,2014-11-07T01:46:33.959Z,"82 km SSW of Kroya, Indonesia",earthquake,,6.9,,1,reviewed,us,us
2011-12-11T06:34:19.230Z,-8.187,107.305,35,4.3,mb,21,68.6,,0.9,us,usp000jc2d,2014-11-07T01:46:33.005Z,"110 km S of Banjar, Indonesia",earthquake,,,,2,reviewed,us,us
2011-11-26T02:20:42.310Z,-9.26,107.735,10,4.3,mb,14,108.7,,0.61,us,usp000jbdk,2014-11-07T01:46:24.843Z,"214 km SSW of Kawalu, Indonesia",earthquake,,,,3,reviewed,us,us
2011-11-24T03:55:36.540Z,-8.644,109.888,90,5.1,mb,98,101.8,,0.86,us,usp000jbaz,2015-03-24T02:31:05.695Z,"87 km SSW of Srandakan, Indonesia",earthquake,,5.1,,38,reviewed,us,us
2011-10-14T21:36:07.600Z,-9.416,107.686,35,4.2,mb,18,111.6,,1.47,us,usp000j9bu,2014-11-07T01:46:06.807Z,"232 km SSW of Kawalu, Indonesia",earthquake,,,,7,reviewed,us,us
2011-09-05T02:01:36.640Z,-8.005,107.256,47.5,4.2,mb,16,99.1,,1.28,us,usp000j7mh,2014-11-07T01:45:50.227Z,"91 km SSW of Banjar, Indonesia",earthquake,,11.8,,3,reviewed,us,us
2011-08-11T16:39:25.010Z,-9.736,108.191,35,4.6,mb,62,55.8,,1.12,us,usp000j6af,2014-11-07T01:45:35.630Z,"257 km SSW of Sidareja, Indonesia",earthquake,,0,,31,reviewed,us,us
2011-08-11T16:24:37.110Z,-9.637,108.263,26.2,4.8,mb,85,58.9,,0.88,us,usp000j6ae,2014-11-07T01:45:35.623Z,"245 km SSW of Sidareja, Indonesia",earthquake,,13.2,,50,reviewed,us,us
2011-08-11T16:11:02.250Z,-9.681,108.152,35,4.7,mb,66,110.5,,1.17,us,usp000j6ad,2014-11-07T01:45:35.617Z,"252 km SSW of Sidareja, Indonesia",earthquake,,,,36,reviewed,us,us
2011-08-09T07:47:48.840Z,-9.456,109.271,39.9,4.4,mb,32,55.8,,1.22,us,usp000j674,2014-11-07T01:45:34.975Z,"199 km SSW of Srandakan, Indonesia",earthquake,,8.5,,7,reviewed,us,us
2011-08-03T12:15:32.220Z,-8.317,108.542,92.6,4.2,mb,17,93.7,,1.09,us,usp000j5wu,2014-11-07T01:45:33.242Z,"96 km SSW of Sidareja, Indonesia",earthquake,,8.8,,5,reviewed,us,us
2011-08-03T05:04:26.280Z,-8.246,107,35,4.6,mb,40,100.9,,1.12,us,usp000j5wb,2014-11-07T01:45:33.119Z,"125 km SSW of Banjar, Indonesia",earthquake,,,,5,reviewed,us,us
2011-07-31T12:39:49.590Z,-9.758,107.849,35,4.2,mb,25,131.9,,1.23,us,usp000j5sb,2014-11-07T01:45:28.416Z,"265 km S of Kawalu, Indonesia",earthquake,,,,10,reviewed,us,us
2011-07-30T23:27:37.990Z,-9.785,108.345,21,4.6,mb,37,124.7,,1.39,us,usp000j5rt,2014-11-07T01:45:28.353Z,"south of Java, Indonesia",earthquake,,20.6,,8,reviewed,us,us
2011-07-30T21:41:35.590Z,-9.954,107.669,35,4.2,mb,21,74.3,,1.11,us,usp000j5rr,2014-11-07T01:45:28.346Z,"290 km SSW of Kawalu, Indonesia",earthquake,,,,8,reviewed,us,us
2011-07-09T13:26:58.940Z,-8.902,108.454,35.2,4.8,mb,38,71.3,,1.19,us,usp000j4er,2014-11-07T01:45:19.048Z,"161 km SSW of Sidareja, Indonesia",earthquake,,9.3,,10,reviewed,us,us
2011-07-01T14:33:22.800Z,-8.308,108.733,92.9,4.6,mb,67,61.6,,1.09,us,usp000j412,2014-11-07T01:45:14.844Z,"91 km S of Sidareja, Indonesia",earthquake,,5.4,,20,reviewed,us,us
2011-05-31T11:12:28.950Z,-8.927,108.582,31.4,4.5,mb,30,72.1,,1.04,us,usp000j2g9,2014-11-07T01:44:56.571Z,"160 km SSW of Kroya, Indonesia",earthquake,,16.1,,12,reviewed,us,us
2011-05-31T07:59:44.800Z,-9.136,108.903,43.4,4.7,mb,50,59.1,,1.22,us,usp000j2fy,2014-11-07T01:44:56.505Z,"170 km SSW of Kroya, Indonesia",earthquake,,7.6,,11,reviewed,us,us
2011-05-29T16:50:34.530Z,-8.88,108.597,10,4.4,mb,17,87.8,,1.05,us,usp000j2dx,2014-11-07T01:44:56.235Z,"155 km SSW of Kroya, Indonesia",earthquake,,,,4,reviewed,us,us
